Revenue_latest,Revenue_mean,Revenue_std,Expenditure_latest,Expenditure_mean,Expenditure_std,Staff_latest,Staff_mean,Staff_std,Profit_latest,Profit_mean,Profit_std,Profit_margin_latest,Profit_margin_mean,Revenue_trend,Expenditure_trend,Staff_trend,Loss_years
0.05456666524470085,0.01894080497246169,0.042355732855925095,0.1245168522977445,0.09459195741237614,0.09326718927020604,0.013265682230016833,0.012491012131825711,0.0008400882538581573,-0.0006054795064026577,-0.020615126609151664,-0.03922912581333571,0.007645965008107939,0.059258267783710024,0.027139434301838163,0.14106452595608746,-0.004242706145627762,0.08049587774666783
-0.011674671345847541,-0.004120464159131651,-0.005772518347589795,-0.030052489189000255,-0.014655643729056173,0.0061686014062034365,-0.042019660152750014,-0.0029404657648258717,0.00042710275162656785,0.002952934966495726,0.014349093257182156,-0.012849703274130628,0.0015768082436529941,-0.006469687571566078,-0.01904181737451485,-0.028235672910700376,-0.005299658949680429,-0.01055759265615235
0.03617831101996185,0.025761148922487338,0.07981191338049945,0.11300211216039102,0.07250390326546187,-0.07391095484043383,0.24999441315110169,-0.004111887960594785,-0.0027966635518583438,-0.007141089383021803,-0.025432493104811178,-0.03002010847107928,-0.00727282925725068,0.03609574911969354,0.03361588946282999,0.14815958573440863,0.07580472828839303,-0.02229664430116603
0.034719572257146065,0.001245738950440825,-0.0018626554661954054,0.05548692298070156,0.06157417641916326,0.06494163580580711,0.21387688560482226,0.003126094830415084,0.001629839085207189,-0.004079798786111768,0.04633137205004804,0.07564298972890283,0.01095280545473776,0.11156374957393382,0.0275178568929435,-0.0189140953411115,-0.0035635145493065753,0.027439836216152227
-0.01977790875739828,-0.0012295816825864728,0.00899676378387385,-0.02855157120287263,-0.0023323627643563596,0.010989014438240087,-0.05180385509037719,-0.0024572371240728316,0.0005321918899371087,0.005860289596962416,-0.007352447619264361,-0.005217778895123038,0.0009743365240009531,-0.0010009806649383664,-0.018929900515129102,-0.03836197910308377,-0.007959706595328946,-0.010517101990509314
-0.02028898188731211,-0.002555254310714383,0.009086964938791908,-0.021446875864948915,-0.004584141603529906,-0.007734545974212688,-0.03181178875933686,0.00292516575937798,0.00034703846130523477,0.0052164902296729715,0.0013291046497678034,-0.022371680297428365,-0.005583724866116354,-0.007457586141770024,-0.01987094876200463,-0.021040919248494952,-0.011121404927896985,-0.011171072526093047
-0.024796650646556603,0.0017258911047552028,0.003170006603589252,-0.04751861806403846,-0.01763426813961735,0.008334676479175978,-0.0313816914387885,0.0031659307044944827,-0.000259295451572485,-0.001148385986673202,-0.0031636606025301915,-0.01656963252744064,0.0007379481733164754,-0.006768920041050092,-0.013434353654108234,-0.028472184608641486,-0.008949419461401521,0.014691912567145056
-0.008539127358034013,-0.0030990044984917087,-0.018864345828405727,-0.03666600327581442,-0.013740772991491753,-0.0057001552709374115,-0.07267964349455952,-0.004471181419209863,7.572848807321026e-05,0.0022081307644701556,0.011877895794473698,0.02589176351364107,0.001195868727755497,-0.00827667960770749,-0.015834228034474214,-0.020092314912967188,0.006236343681755815,-0.007635328015796676
-0.017190205800255477,-0.003343899608577167,0.0011513275978682921,-0.02880422116562877,0.004629697050991328,0.011282441378061205,-0.0363961086027681,0.00393255528409142,0.000822732705005694,0.0049929986924365215,-0.004900865987000101,-0.01649786205929801,-0.0054592963043021475,-0.004636028439651653,-0.02055785592686819,-0.03829793585777287,-0.007481605161040691,-0.011352199725182551
-0.00875418892903689,-0.005662748062536282,-0.0054301973238410906,-0.03454899353565753,-0.016287620311778276,0.00036785593312770276,-0.06365059395432564,-0.0037272883816216185,-0.0007779167568889155,0.0032491986979468405,0.017986544055606242,0.0191449176951605,0.0009514947044404828,-0.0026112177072504564,-0.017780292289829372,-0.033366224143285786,-0.00773710098997106,-0.009375555683943361
